"","Site","Site_Code","Date","Lat","Long","Watershed","Watershed_Level","Status","Location","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4"
"303","Poudre Above Joe Wright","PJW",2015-11-09,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.9,0.24,7.65,394.29,45.1,2.88,0.02,0.89,1.14,4.65,0.13,0.55,0.69,0,2.44
"304","Poudre South Fork","SFM",2015-11-09,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.75,0.14,7.89,731.51,79.1,3.95,0.01,0.99,2.18,7.79,0.15,2.37,0.27,0,3.91
"305","Poudre Below Rustic","PBR",2020-08-21,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.22,0.3,7.57,440.7,54.46,1.43,0.02,0.72,1.6,6.35,0.12,1.34,0.18,0,3.8
"306","Beaver","BEAV",2020-08-21,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.44,0.22,6.76,173.62,22.37,1.28,0.01,0.4,0.65,2.62,0.02,0.17,0.08,0,0.9
"307","Poudre South Fork","SFM",2020-08-21,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.35,0.23,7.6,291.24,36.92,2.41,0.01,0.89,1.27,3.14,0.07,0.2,0.13,0,3.07
"308","Poudre Below Rustic","PBR",2020-09-21,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.28,0.21,7.54,452.11,55.58,1.66,0.02,0.73,1.66,7.03,0.13,1.35,0.29,0,3.61
"309","JWC-Joe Wright @ Aspen Glen Campground","JWC",2020-10-20,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.93,0.33,6.94,636.98,74.84,1.29,0.01,0.65,2.77,8.72,0.08,0.44,0.07,0,2.5
"310","Poudre South Fork","SFM",2020-10-23,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.88,0.29,7.57,362.86,42.68,2.21,0.01,0.86,1.26,4.2,0.2,0.5,0.17,0.15,3.33
"311","Poudre Below Rustic","PBR",2020-10-30,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.09,0.22,7.66,603.4,61.3,2.44,0.06,1.32,2.11,7.55,0.01,1.13,0.11,0,2.97
"312","Poudre South Fork","SFM",2020-11-12,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.64,0.33,7.56,378.12,50.06,2.82,0.01,0.73,1.31,4.95,0.17,0.69,0.28,0,3.69
"313","Beaver","BEAV",2020-11-12,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.05,0.26,7.15,772.92,81.98,5.5,0.01,1.57,2.04,6.7,0.02,1.35,0.08,0.01,0.95
"314","JWC-Joe Wright @ Aspen Glen Campground","JWC",2020-11-16,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.63,0.24,7.32,386.51,46.27,1.63,0.01,0.92,1.07,5.54,0.04,0.53,0.1,0,2.75
"315","Poudre Below S. Fork","PSF",2020-11-16,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.53,0.36,7.4,355.7,45.17,2.56,0.02,0.77,0.85,4.95,0.07,1.58,0.73,0,2.53
"316","Poudre Below Rustic","PBR",2020-11-16,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.73,0.18,7.51,502.3,59.63,2.31,0.01,1.23,1.69,6.92,0.07,1.38,0.13,0,3.62
"317","Poudre South Fork","SFM",2020-11-16,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.65,0.24,7.55,402.45,47.81,2.87,0.02,0.76,1.2,5.25,0.12,0.52,0.3,0,2.64
"318","Poudre Above North Fork","PNF",2020-11-16,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.8,0.22,7.89,799.61,102.85,4.14,0.01,1.17,2.25,11.61,0.09,2.31,0.45,0,5.59
"319","Beaver","BEAV",2020-12-16,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.34,0.25,7.07,476.1,48.71,3.2,0.01,0.94,1.45,4.33,0.02,1.1,0.08,0,1.01
"320","Poudre Below S. Fork","PSF",2021-04-07,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.99,0.31,7.34,550.29,92.89,2.28,0,1.28,2.77,9.9,0.07,1.42,0.12,0,12.23
"321","Poudre Below Rustic","PBR",2021-04-07,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.86,0.19,7.31,586.51,63.56,5.12,0.02,1.04,2.56,4.4,0.11,0.79,0.06,0.07,2.51
"322","Poudre Above North Fork","PNF",2021-04-07,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.44,0.74,7.82,1398.41,135.9,3.67,0.09,1.08,3.1,13.74,0.05,0.68,0.58,0,5.47
"323","Poudre South Fork","SFM",2020-12-16,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.01,0.36,7.49,463.88,70.94,5.03,0.02,1.48,1.94,5.03,0.04,1.52,0.95,0,7.51
"324","Poudre Above Joe Wright","PJW",2021-04-07,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",1.9,9.52,NA,5.48,0.63,7.18,350.32,41.68,1.78,0.05,1.21,1.09,4.01,0.09,0.61,0.83,0,2.19
"325","Poudre Below Rustic","PBR",2020-12-16,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2,0.21,7.55,439.87,54.82,1.95,0.02,0.98,1.63,6.2,0.07,1.23,0.14,0,3.56
"326","Beaver","BEAV",2021-04-08,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.4,0.77,7.19,356.89,44.28,3,0.12,1.51,1.52,3.9,0.04,1.78,1.47,0,1.21
"327","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-04-07,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.64,0.23,7.39,482.68,52,2.15,0.01,0.8,1.08,5.55,0.04,0.55,0.1,0,2.5
"328","Poudre South Fork","SFM",2021-04-07,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.44,0.52,7.36,404.05,50.82,3,0.08,0.78,1.29,5.01,0.08,0.76,0.61,0,3.56
"329","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-04-12,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.93,0.18,7.26,503.64,49.26,1.82,0.02,0.72,1.11,5.09,0.05,0.8,0.11,0,2.52
"330","Poudre Above Joe Wright","PJW",2021-04-12,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",1.5,0.98,NA,6.08,0.62,7.08,347.11,42.65,1.98,0.01,1.06,1.11,4.02,0.11,0.69,0.29,0,2.21
"331","Poudre Below Rustic","PBR",2021-04-12,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.53,0.27,7.45,624.54,64.23,2.18,0.01,0.97,1.74,6.21,0.07,1.39,0.08,0,3.05
"332","Poudre South Fork","SFM",2021-04-12,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.19,0.48,7.33,393.02,49.64,2.89,0.01,0.8,1.22,5.03,0.08,0.81,0.62,0,3.64
"333","Poudre Below S. Fork","PSF",2021-04-12,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.88,0.33,7.36,503.4,68.96,2.66,0.01,0.94,1.85,6.26,0.11,1.41,0.13,0,3.3
"334","Poudre Above North Fork","PNF",2021-04-12,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.87,0.25,7.55,743.27,91.12,4.21,0.01,1.12,2.09,10.98,0.11,2.56,0.43,0,5.39
"335","Chambers Inlet","CBRI",2021-04-13,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",1.8,0,NA,3.18,0.3,7.3,460.9,54.26,1.96,0.01,0.85,1.22,5.94,0.08,0.54,0.09,0,1.95
"336","Beaver","BEAV",2021-04-13,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,3.72,0.4,7.02,328.39,42.41,2.86,0.01,1.53,1.54,2.54,0.02,1.66,0.46,0,1.44
"337","Poudre South Fork","SFM",2021-04-19,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.63,0.36,7.28,381.79,48.37,2.87,0.01,0.79,1.28,4.79,0.08,0.78,0.57,0,3.75
"338","Chambers Inlet","CBRI",2021-04-19,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",2,0,NA,2.61,0.24,7.32,443.42,55.19,2.01,0.01,0.84,1.18,5.98,0.06,0.59,0.1,0,1.93
"339","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-04-19,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.12,0.3,7.37,499.82,52.97,1.72,0.01,0.78,1.21,5.55,0.05,0.59,0.05,0,2.5
"340","Poudre Above Joe Wright","PJW",2021-04-19,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",1.4,0,NA,4.29,0.44,7.27,381.18,42.42,2.02,0.01,0.99,1.08,4.12,0.12,0.65,0.3,0,2.29
"341","Poudre Below Rustic","PBR",2021-04-19,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.69,0.23,7.47,574.46,62.08,2.77,0.01,0.94,1.72,6.01,0.07,1.41,0.11,0,2.95
"342","Poudre Below S. Fork","PSF",2021-04-19,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.87,0.2,7.5,480.83,58.53,2.74,0.11,0.98,1.8,6.02,0.1,1.38,0.14,0,3.33
"343","Poudre Above North Fork","PNF",2021-04-19,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.31,0.26,7.63,700.11,98.59,4.34,0.01,1.06,1.98,10.54,0.11,2.96,0.42,0,5.3
"344","Beaver","BEAV",2021-04-21,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.64,0.38,7.12,345.93,37.83,2.01,0.03,0.94,1.95,1.26,0.04,0.85,0.43,0,2.3
"345","Chambers Inlet","CBRI",2021-04-26,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",2,202.86,NA,2.76,0.31,7.13,450.52,50.11,1.99,0.01,0.92,1.24,5.94,0.06,0.64,0.07,0,1.92
"346","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-04-26,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.6,0.24,7.2,537.61,54.07,1.75,0.02,0.81,1.34,5.79,0.05,0.92,0.06,0,2.5
"347","Poudre Above Joe Wright","PJW",2021-04-26,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,0,NA,4.37,0.65,6.97,340.96,40.27,2.1,0.01,0.99,1.07,3.98,0.1,0.71,0.34,0,2.27
"348","Poudre Below Rustic","PBR",2021-04-26,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.78,0.22,7.63,623.79,63.29,2.78,0.01,0.91,1.82,5.35,0.06,1.38,0.12,0,2.91
"349","Poudre South Fork","SFM",2021-04-26,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.62,0.4,7.25,382.84,51.62,2.91,0.01,0.86,1.24,4.88,0.07,0.8,0.59,0,3.65
"350","Poudre Below S. Fork","PSF",2021-04-26,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.48,0.22,7.55,484.99,58.75,2.94,0.01,0.84,1.78,5.95,0.11,1.45,0.12,0,3.2
"351","Poudre Above North Fork","PNF",2021-04-26,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.58,0.33,7.48,708.45,97.46,4.25,0.01,1.01,1.92,10.55,0.1,3.01,0.48,0,5.34
"352","Beaver","BEAV",2021-04-27,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,4.31,0.47,6.93,319.8,45.07,2.13,0.04,1.29,1.87,2.16,0.04,1.25,0.44,0,4.57
"353","Beaver","BEAV",2021-04-27,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,4.96,0.47,7.01,405.38,55.46,2.3,0.05,1.31,1.97,2.11,0.04,1.26,0.39,0,6
"354","Beaver","BEAV",2021-04-29,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,3.88,0.75,6.96,329.56,50.78,1.8,0.12,0.96,2.3,1.22,0.04,0.87,0.36,0,11.28
"355","Chambers Inlet","CBRI",2021-05-03,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",1.6,2.2,NA,5.23,0.52,7.36,112.21,49.14,1.84,0.01,0.85,1.01,4.85,0.06,0.59,0.8,0,13.72
"356","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-05-03,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.85,0.8,7.28,501.23,80.42,1.49,0.02,0.94,1.42,7.23,0.07,4.73,0.16,0,14.47
"357","Poudre Above Joe Wright","PJW",2021-05-03,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",3,3,NA,6.62,0.53,7.07,269.79,56.5,1.85,0.01,0.87,1.01,4.32,0.07,1.83,0.62,0,13.13
"358","Poudre Below Rustic","PBR",2021-05-03,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.4,0.51,7.3,475.88,73.28,2.4,0.01,0.88,1.74,6.2,0.08,2.45,0.48,0,14.19
"359","Poudre South Fork","SFM",2021-05-03,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.41,0.5,7.17,386.67,61.05,1.8,0.01,0.74,1.29,5.01,0.14,1.94,0.45,0,11.58
"360","Poudre Below S. Fork","PSF",2021-05-03,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7,0.45,7.35,514.77,72.28,2.54,0.02,0.87,1.69,6.09,0.11,2.26,0.5,0,12.9
"361","Poudre Above North Fork","PNF",2021-05-03,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.51,0.48,7.41,568.64,95.41,3.22,0.01,0.95,1.93,10.29,0.17,5.02,0.58,0,12.1
"362","Beaver","BEAV",2021-05-04,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,5.8,0.72,7.07,284.45,53.9,2.03,0.09,1.11,1.95,1.95,0.02,1.3,0.44,0,12.04
"363","Chambers Inlet","CBRI",2021-05-10,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",1.75,1,NA,4.2,0.39,7.16,469.68,65.04,1.46,0.01,0.83,1.06,6.19,0.06,2.15,0.74,0.1,11.22
"364","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-05-10,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.98,0.46,7.59,520.87,90.36,1.33,0.02,1.09,1.56,9.9,0.06,4.68,0.07,0.04,13.79
"365","Poudre Above Joe Wright","PJW",2021-05-10,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",2.4,2,NA,5.99,0.46,7.27,259.18,53.96,1.44,0.03,0.74,1.04,4.77,0.07,1.38,0.69,0.05,11.89
"366","Poudre Below Rustic","PBR",2021-05-10,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.82,0.38,7.55,480.16,74.17,2.32,0.02,0.84,1.55,6.18,0.07,3.01,0.48,0.06,13.8
"367","Poudre South Fork","SFM",2021-05-10,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.58,0.53,8.04,483.69,59.35,1.76,0.02,0.68,1.31,5.08,0.13,1.46,0.41,0.07,10.98
"368","Poudre Below S. Fork","PSF",2021-05-10,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.68,0.39,7.29,484.91,70.93,1.99,0.02,0.83,1.58,6.22,0.1,2.01,0.47,0.07,12.95
"369","Poudre Above North Fork","PNF",2021-05-10,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.43,0.43,7.46,639.51,87.2,1.98,0.01,0.9,1.76,7.09,0.16,4.54,0.57,0.05,12.23
"370","Beaver","BEAV",2021-05-12,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,4.5,0.37,6.96,243.84,43.36,1.16,0.07,0.7,1.17,4.58,0.1,1.01,0.77,0.32,10.69
"371","Beaver","BEAV",2021-05-18,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,6.03,0.45,7.1,240.1,52.32,1.95,0.11,0.91,1.22,4.45,0.04,1.28,0.5,0.28,11
"372","Chambers Inlet","CBRI",2021-05-17,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",0.8,0,NA,4.82,0.46,7.44,445.48,65.93,1.5,0.01,1.03,1.51,7.82,0.05,1.49,0.8,0.31,11.04
"373","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-05-17,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.79,0.3,7.46,462.82,88.69,2.37,0.01,1.02,1.64,7.61,0.05,4.42,0.04,0.03,19.48
"374","Poudre above Joe Wright","PJW",2021-05-17,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",2.5,8.91,NA,5.97,0.43,7.13,204.82,47.86,1.15,0.03,0.82,1.14,4.83,0.05,1.16,0.71,0.03,10.62
"375","Poudre Below Rustic","PBR",2021-05-17,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.74,0.41,7.31,379.75,65.89,1.93,0.03,0.98,1.54,6.12,0.06,1.93,0.3,0.03,11.79
"376","Poudre South Fork","SFM",2021-05-17,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.17,0.44,7.21,290.74,51.9,1.7,0.02,0.82,1.32,4.99,0.11,1.12,0.36,0.03,9.33
"377","Poudre Below S. Fork","PSF",2021-05-17,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.21,0.37,7.36,383.2,65.93,1.85,0.02,0.97,1.59,6.18,0.08,1.98,0.28,0,11.25
"378","Poudre Above North Fork","PNF",2021-05-17,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.34,0.39,7.48,489.53,73.92,2.21,0.02,0.98,1.74,6.96,0.12,2.92,0.39,0,11.07
"379","Chambers Inlet","CBRI",2021-05-24,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",1,1.98,NA,5.06,0.4,7.17,422.3,77.79,2.06,0.02,1.2,2.35,9.21,0.09,1.83,0.79,0.43,12.89
"380","Poudre Above Joe Wright","PJW",2021-05-24,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",1.5,4.1,NA,7.71,0.5,6.89,215.62,40.11,1.33,0.06,0.88,1.02,4.49,0.06,0.69,0.79,0,6.43
"381","Poudre Below Rustic","PBR",2021-05-24,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.98,0.4,7.07,319.19,59.85,2.07,0.08,1.06,1.51,6.39,0.06,1.39,0.49,0,8.12
"382","Poudre South Fork","SFM",2021-05-24,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,8.34,0.42,7.02,263.62,44.81,2.05,0.04,0.85,1.23,4.89,0.09,0.74,0.43,0,6.67
"383","Poudre Below S. Fork","PSF",2021-05-24,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.45,0.42,7.09,330.56,56.35,2.22,0.06,1.02,1.56,6.49,0.06,1.1,0.47,0,8.02
"384","Poudre Above North Fork","PNF",2021-05-24,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.22,0.47,7.91,517.13,72.27,2.69,0.03,1.03,1.75,7.3,0.08,1.94,0.49,0,8.14
"385","Beaver","BEAV",2021-05-25,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,6.21,0.45,6.84,200.3,45.16,1.77,0.09,0.93,1.26,5.3,0.03,1.33,0.48,0,8.96
"386","Beaver","BEAV",2021-06-01,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,5.64,0.44,6.93,185.15,35.96,1.67,0.03,0.69,0.99,4.15,0.03,0.57,0.55,0,6.24
"387","Chambers Inlet","CBRI",2021-06-01,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",2.5,4,NA,5.32,0.47,7.24,380.57,47.78,1.84,0.02,0.89,1.1,6.25,0.04,0.75,0.45,0.01,5.36
"388","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-06-01,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.26,0.41,7.29,474.41,62.97,1.85,0.04,1.03,1.44,7.12,0.04,1.07,0.21,0,7.23
"389","Poudre above Joe Wright","PJW",2021-06-01,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",2.4,0,NA,7.99,0.47,7.05,135.12,27.16,1.19,0.02,0.66,0.78,3.58,0.05,0.53,0.51,0,4.18
"390","Poudre Below Rustic","PBR",2021-06-01,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.4,0.41,7.11,290.44,46.04,1.76,0.03,0.81,1.18,4.96,0.05,1.38,0.23,0,5.47
"391","Poudre South Fork","SFM",2021-06-01,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.87,0.42,7,225.56,37.69,1.9,0.01,0.65,0.96,3.9,0.09,0.9,0.26,0,4.78
"392","Poudre Below S. Fork","PSF",2021-06-01,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.14,0.38,7.17,319.6,46.87,1.99,0.02,0.82,1.28,5.22,0.06,1.44,0.21,0,5.67
"393","Poudre Above North Fork","PNF",2021-06-01,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.26,0.38,7.19,435.65,57.47,2.4,0.03,0.82,1.45,6,0.08,1.54,0.24,0,5.72
"394","Joe Wright Reservoir","JOER",2021-06-02,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,0,0.37,3.05,0.39,7.01,379.11,43.77,1.41,0.05,0.63,1.27,5.85,0.06,0.72,0.1,0,3.6
"395","Chambers Inlet","CBRI",2021-06-02,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,1.79,0.21,4.23,0.46,7.12,321.42,46.12,2.06,0.02,0.58,0.95,6.37,0.06,0.48,0.38,0,3.01
"396","Chambers Inlet","CBRI",2021-06-07,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",5,NA,NA,3.99,0.36,6.81,304.73,44.7,1.42,0.05,0.62,1.49,5.85,0.06,0.64,0.35,0,3.39
"397","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-06-07,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.05,0.52,6.93,374.62,54.05,1.61,0.05,0.92,1.26,6.3,0.04,0.9,0.26,0,6.03
"398","Poudre Above Joe Wright","PJW",2021-06-07,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",4.75,NA,NA,7.14,0.59,6.67,138.15,26.6,1.07,0.03,0.51,0.59,3.36,0.08,0.38,0.59,0,3
"399","Poudre Below Rustic","PBR",2021-06-07,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.69,0.48,6.85,224.31,36.4,1.51,0.03,0.66,0.92,3.99,0.06,0.69,0.34,0,4.1
"400","Poudre South Fork","SFM",2021-06-07,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.5,0.48,6.69,156.73,25.64,1.31,0.03,0.49,0.59,2.55,0.09,0.46,0.34,0,2.8
"401","Poudre Below S. Fork","PSF",2021-06-07,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.53,0.62,6.83,239.44,39.37,1.62,0.03,0.68,0.93,4.04,0.07,0.75,0.33,0,4.05
"402","Poudre Above North Fork","PNF",2021-06-07,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.5,0.56,6.84,283.3,43.52,1.92,0.03,0.7,1.08,4.58,0.08,1.13,0.39,0,4.18
"403","Beaver","BEAV",2021-06-08,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,6.65,0.47,6.63,132.67,21.83,1.21,0.03,0.53,0.62,2.54,0.03,0.43,0.38,0,3.25
"404","Joe Wright Reservoir","JOER",2021-06-09,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",3,1,0.47,3.61,0.34,6.97,371.16,45.22,1.41,0,0.59,1.26,5.83,0.03,0.53,0.04,0,3.22
"405","Chambers Inlet","CBRI",2021-06-09,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.6,6,0.36,3.97,0.43,6.97,296.85,39.22,1.34,0.03,0.64,0.95,5.14,0.05,0.41,0.14,0,2.66
