"","Site","Site_Code","Date","Lat","Long","Watershed","Watershed_Level","Status","Location","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4"
"609","Poudre South Fork","SFM",2022-08-08,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.68,NA,NA,6.94,346.35,34.69,1.67,0.02,0.44,0.77,3.67,0.04,0.24,0.14,0,1
"610","Poudre Below S. Fork","PSF",2022-08-08,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.92,NA,NA,7.25,466.69,54.26,1.74,0.02,0.73,1.51,7.03,0.03,0.51,0.42,0,3.02
"611","Poudre Above North Fork","PNF",2022-08-08,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.04,NA,NA,7.37,470.59,56.02,2.01,0.02,0.88,1.37,7.06,0.04,0.76,0.12,0,4.01
"612","Poudre at Bellvue Diversion","PBD",2022-08-08,40.663976,-105.215337,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.72,NA,NA,7.44,539.83,62.76,2.16,0.01,0.86,1.59,7.59,0.16,0.97,0.08,0,3.79
"613","Joe Wright Reservoir","JOER",2022-08-09,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,0.97,NA,NA,7.11,458.23,51.62,1.44,0.02,0.64,1.31,6.7,0.11,0.49,0.03,0,3.24
"614","Chambers Inlet","CBRI",2022-08-09,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.64,NA,NA,7.01,460.04,53.75,1.78,0.01,0.79,1.26,6.89,0.09,0.59,0.22,0,2.43
"615","Joe Wright Reservoir","JOER",2022-08-16,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,3.06,NA,NA,7.15,452.79,52.16,1.39,0.02,0.64,1.29,6.72,0.11,0.46,0.03,0,3.25
"616","Chambers Inlet","CBRI",2022-08-16,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,3.63,NA,NA,7.09,370.03,45.9,1.44,0.04,0.72,1.23,6.21,0.1,0.61,0.39,0,2.78
"617","Beaver","BEAV",2022-08-17,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,NA,NA,6.91,255.58,34.2,1.85,0.04,0.62,0.85,4.36,0.02,0.32,0.79,0,1.48
"618","Joe Wright Reservoir","JOER",2022-08-23,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,2.22,NA,NA,6.92,420.18,47.43,1.21,0.04,0.53,1.01,5.95,0.06,0.47,0.02,0,3.07
"619","Chambers Inlet","CBRI",2022-08-23,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.56,NA,NA,6.92,450.68,52.98,1.49,0.04,0.65,0.93,7.5,0.06,0.63,0.31,0,2.29
"620","Joe Wright Reservoir","JOER",2022-08-25,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,3.23,NA,NA,6.95,381.13,44.19,1.16,0.03,0.49,0.97,5.62,0.06,0.49,0.03,0,3.13
"621","Chambers Inlet","CBRI",2022-08-25,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.57,NA,NA,6.97,495.92,51.91,1.47,0.04,0.61,0.93,7.76,0.06,0.68,0.31,0,2.3
"622","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-08-25,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.11,NA,NA,7.31,375.4,41.69,1.19,0.06,0.58,0.8,5.29,0.06,0.55,0.14,0,2.04
"623","Poudre Above Joe Wright","PJW",2022-08-25,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.73,NA,NA,6.96,306.2,41.9,0.91,0.03,0.36,0.74,4.9,0.03,0.18,0.62,0,5.64
"624","Poudre Above North Fork","PNF",2022-08-25,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.01,NA,NA,7.17,499.98,57.16,2.05,0.02,0.9,1.4,7.11,0.04,0.8,0.11,0,4.12
"625","Poudre at Bellvue Diversion","PBD",2022-08-25,40.663976,-105.215337,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.13,NA,NA,7.47,538.5,66.89,2.2,0.03,0.9,1.83,7.89,0.1,0.99,0.04,0,3.89
"626","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-08-26,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.76,NA,NA,7.18,461,44.39,1.12,0.04,0.54,0.84,5.22,0.02,0.52,0.18,0,1.94
"627","Poudre Above Joe Wright","PJW",2022-08-26,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.7,NA,NA,6.95,280.85,39.58,0.84,0.02,0.38,0.72,4.85,0.02,0.16,0.59,0,5.51
"628","Sleeping Elephant","SLEP",2022-08-26,40.682439,-105.771986,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.69,NA,NA,6.95,330.68,49.86,1.43,0.03,0.7,1.25,6.71,0.02,0.34,0.73,0,3.66
"629","Poudre Below Rustic","PBR",2022-08-26,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.99,NA,NA,7.15,457.18,55.21,1.8,0.02,0.67,1.38,6.99,0.02,0.51,0.59,0,3.81
"630","Poudre South Fork","SFM",2022-08-26,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.73,NA,NA,6.94,400.67,35.91,1.68,0.02,0.47,0.78,3.77,0.04,0.23,0.15,0,1
"631","Poudre Below S. Fork","PSF",2022-08-26,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.16,NA,NA,7.06,486.63,56.43,1.78,0.02,0.74,1.53,7.11,0.03,0.54,0.44,0,3.04
"632","Poudre Above North Fork","PNF",2022-08-26,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.03,NA,NA,7.14,494.7,58.59,2.03,0.03,0.91,1.41,7.14,0.03,0.81,0.12,0,4.19
"633","Poudre at Bellvue Diversion","PBD",2022-08-26,40.663976,-105.215337,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.02,NA,NA,7.49,582.97,68.42,2.26,0.02,0.99,1.9,8.12,0.1,0.9,0.04,0,4
"634","Joe Wright Reservoir","JOER",2022-08-30,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,NA,NA,NA,6.94,381.82,43.64,1.08,0.02,0.47,0.92,5.55,0.05,0.44,0.03,0,3.02
"635","Chambers Inlet","CBRI",2022-08-30,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,NA,NA,NA,6.95,438.92,51.1,1.53,0.03,0.72,1.02,7.8,0.05,0.7,0.33,0,2.33
"636","Beaver","BEAV",2022-08-31,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,2.04,NA,NA,6.94,269.54,36.84,1.9,0.03,0.58,0.87,4.51,0.03,0.33,0.8,0,1.52
"637","Poudre South Fork","SFM",2022-08-31,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.85,NA,NA,6.95,383.23,36.34,1.7,0.01,0.48,0.8,3.8,0.03,0.2,0.13,0,1.08
"638","Long Draw Reservoir","LNGR",2020-10-20,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,NA,2.39,0.34,6.9,203.46,27.52,1.01,0.02,0.59,1.19,1.94,0.22,0.14,0.09,0,1.98
"639","Long Draw Reservoir","LNGR",2021-06-02,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,1,0.27,9.45,0.59,6.77,157.14,27.29,0.86,0.03,0.53,0.7,4.04,0.09,0.32,0.4,0,2.97
"640","Long Draw Outlet","LNGO",2021-06-02,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,0,0.04,8.93,0.6,6.59,88.64,19.78,0.9,0.03,0.44,0.51,2.16,0.02,0.52,0.52,0,1.53
"641","Joe Wright Inlet","JOEI",2021-06-02,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,1.77,0.14,4.37,0.36,6.99,275.59,32.21,1.22,0.02,0.4,1.16,4.2,0.02,1.02,0.02,0,1.35
"642","Long Draw Reservoir","LNGR",2021-06-09,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",4.1,1,0.48,5.28,0.53,6.69,175.94,30.63,0.8,0.02,0.48,0.71,4.62,0.11,0.55,0.53,0,3.1
"643","Long Draw Outlet","LNGO",2021-06-09,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",3,0,0.64,4.32,0.53,6.82,218.84,33.55,0.81,0,0.48,0.76,4.79,0.09,0.34,0.52,0,3.5
"644","Joe Wright Inlet","JOEI",2021-06-09,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",3.9,2,0.18,4.38,0.33,6.96,269.76,32.2,1.07,0,0.49,1,4.33,0.06,0.26,0.18,0,1.98
"645","Long Draw Reservoir","LNGR",2021-06-16,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,2,0.47,4.41,0.54,6.59,202.93,32.63,0.84,0.03,0.5,0.78,4.84,0.21,0.23,0.57,0,3.95
"646","Long Draw Outlet","LNGO",2021-06-16,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",3.3,2,0.72,4.35,0.5,6.6,194,31.76,0.75,0.03,0.46,0.71,4.41,0.17,0.19,0.56,0,3.69
"647","Joe Wright Inlet","JOEI",2021-06-16,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",2.5,3,0.27,4.02,0.31,6.82,299.66,40.87,1.21,0.02,0.5,1.18,5.05,0.1,0.32,0.12,0,3.46
"648","Long Draw Outlet","LNGO",2021-06-23,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",2.9,0.2,NA,3.79,0.52,6.99,225.38,36.74,0.79,0.04,0.46,0.81,4.95,0.11,0.18,0.58,0,4.59
"649","Long Draw Reservoir","LNGR",2021-06-23,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",4.7,7.82,NA,3.84,0.49,6.98,222.44,38.44,0.85,0.03,0.51,0.91,5.26,0.21,0.19,0.54,0,4.51
"650","Joe Wright Inlet","JOEI",2021-06-23,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",1.6,9.4,NA,2,0.33,7.15,376.97,50.43,1.27,0.02,0.45,1.23,5.98,0.07,0.3,0.21,0,4.53
"651","Long Draw Reservoir","LNGR",2021-06-30,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",11,0.1,0.51,3.55,0.99,7.15,448.99,45.88,0.83,0.02,0.47,0.8,5.2,0.22,0.18,0.45,0,4.54
"652","Long Draw Outlet","LNGO",2021-06-30,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",7,0.5,0.43,3.26,0.95,6.94,257.88,41.36,0.87,0.02,0.49,1.03,5.9,0.24,0.18,0.61,0,5.2
"653","Joe Wright Inlet","JOEI",2021-06-30,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",9.5,1.6,0.36,1.78,0.84,6.97,388.1,47.05,1.31,0.01,0.38,1.33,6.61,0.13,0.28,0.13,0,4.44
"654","Long Draw Reservoir","LNGR",2021-07-07,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",11,0.7,0.92,3.34,0.31,6.97,212.52,38.44,0.92,0.02,0.47,0.86,5.11,0.18,0.16,0.49,0,4.88
"655","Long Draw Outlet","LNGO",2021-07-07,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",7,1.7,0.38,3,0.39,6.81,238.69,42.45,0.92,0.03,0.45,0.93,5.75,0.2,0.14,0.69,0,5.75
"656","Joe Wright Inlet","JOEI",2021-07-07,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",11,0.9,0.35,1.29,0.24,6.95,407.85,54.74,1.4,0.02,0.36,1.39,7.18,0.11,0.21,0.36,0,5.44
"657","Long Draw Reservoir","LNGR",2021-07-14,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",3,NA,1.97,3.18,0.25,6.97,221.2,41.57,0.96,0.02,0.49,1.03,5.75,0.19,0.16,0.41,0,5.25
"658","Long Draw Outlet","LNGO",2021-07-14,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,0,1.17,2.96,0.3,6.91,235.62,42.57,0.96,0.02,0.48,1.1,6.13,0.2,0.14,0.58,0,5.97
"659","Joe Wright Inlet","JOEI",2021-07-14,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",2.5,NA,0.52,1.14,0.17,7.08,454.32,56.67,1.53,0.04,0.37,1.42,7.36,0.07,0.27,0.39,0,6.1
"660","Long Draw Reservoir","LNGR",2021-07-28,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",5,1.8,0.3,4.21,0.24,7.02,218.2,39.04,0.95,0.02,0.49,0.94,5.64,0.19,0.17,0.4,0,5.01
"661","Long Draw Outlet","LNGO",2021-07-28,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",3.5,1,0.54,5.39,0.29,6.95,232.1,42.04,0.97,0.02,0.48,1.02,5.95,0.09,0.14,0.54,0,5.78
"662","Joe Wright Inlet","JOEI",2021-07-28,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",1,0,0.23,5.8,0.15,7.09,398.9,53.21,1.47,0.02,0.34,1.37,7.04,0.07,0.25,0.27,0,5.98
"663","Long Draw Reservoir","LNGR",2021-08-04,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,0.32,5.8,0.25,6.88,237.68,41.91,0.89,0.03,0.52,0.99,6.07,0.23,0.18,0.4,0,6.2
"664","Long Draw Outlet","LNGO",2021-08-04,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",3,NA,0.21,5.69,0.31,6.88,195.97,36.31,0.94,0.05,0.52,0.77,4.68,0.26,0.16,0.56,0,7.44
"665","Joe Wright Inlet","JOEI",2021-08-04,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",2.5,NA,0.27,6.95,0.24,7.12,422.1,51.38,1.48,0.01,0.47,1.16,5.89,0.13,0.29,0.38,0,6.34
"666","Long Draw Reservoir","LNGR",2021-08-11,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",4,NA,0.42,5.67,0.26,6.99,265.52,43.88,0.95,0.03,0.56,1.11,6.85,0.23,0.17,0.44,0,6.45
"667","Long Draw Outlet","LNGO",2021-08-11,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",2.5,6.32,0.38,5.41,0.3,6.95,292.49,44.66,0.96,0.03,0.55,1.03,6.56,0.28,0.16,0.52,0,7
"668","Joe Wright Inlet","JOEI",2021-08-11,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",3,5.83,0.21,5.03,0.26,7.23,454.77,62.74,1.65,0.02,0.47,1.58,8.71,0.14,0.3,0.55,0,7.2
"669","Long Draw Reservoir","LNGR",2021-08-18,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",3.75,0.78,0.79,5.76,0.31,6.96,244.19,44.94,0.99,0.02,0.58,1.09,7.02,0.27,0.22,0.51,0,7.09
"670","Long Draw Outlet","LNGO",2021-08-18,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",3.25,1.6,0.49,5.49,0.27,6.96,365.62,55.32,1.01,0.04,0.57,1.09,7.93,0.28,0.18,0.53,0,7.4
"671","Joe Wright Inlet","JOEI",2021-08-18,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",2.5,4.95,0.37,5.36,0.24,7.18,480.29,68.19,1.8,0.05,0.55,1.69,9.15,0.17,0.32,0.59,0,7.9
"672","Long Draw Reservoir","LNGR",2021-08-25,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",3.5,0.71,0.47,5.65,0.27,7.03,282.06,50.84,1.1,0.05,0.57,0.97,6.67,0.26,0.19,0.54,0.04,7.57
"673","Long Draw Outlet","LNGO",2021-08-25,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",3.75,2.02,0.66,5.56,0.28,6.89,344.07,52.14,1.05,0.07,0.58,0.95,7.56,0.25,0.16,0.54,0,7.52
"674","Joe Wright Inlet","JOEI",2021-08-25,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",3,2.41,0.23,5.02,0.23,7.26,482.02,67.53,1.81,0.04,0.55,1.6,8.79,0.14,0.31,0.71,0,7.94
"675","Long Draw Reservoir","LNGR",2021-09-01,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",3.75,NA,0.77,5.77,0.28,6.9,299.4,48.71,1.03,0.02,0.6,1.03,6.51,0.3,0.18,0.5,0,7.49
"676","Long Draw Outlet","LNGO",2021-09-01,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",4,14.6,0.97,5.31,0.24,7.04,344.48,52.71,1.02,0.04,0.59,1.01,7.45,0.25,0.17,0.48,0,7.34
"677","Joe Wright Inlet","JOEI",2021-09-01,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",4,NA,0.21,4.93,0.27,7.35,470.45,65.03,1.78,0.03,0.48,1.54,8.4,0.14,0.29,0.58,0,7.8
"678","Long Draw Reservoir","LNGR",2021-09-08,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",6,0.6,1.07,5.37,0.3,6.96,273.78,43.22,1.09,0.03,0.58,0.92,5.04,0.28,0.17,0.47,0,8.58
"679","Long Draw Outlet","LNGO",2021-09-08,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",7,2.65,1.2,4.38,0.29,6.93,296.38,51.7,1.1,0.04,0.58,0.9,6.92,0.27,0.16,0.46,0,8.52
"680","Joe Wright Inlet","JOEI",2021-09-08,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",3,NA,0.14,4.1,0.18,7.09,647.17,68.14,2.67,0.01,0.62,1.23,7.38,0.12,1.39,0.22,0,4.11
"681","Long Draw Reservoir","LNGR",2021-09-15,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",5.2,1.73,1.49,4.56,0.3,7.03,294.03,48.97,1.23,0.05,0.68,0.84,5.54,0.27,0.18,0.42,0,8.8
"682","Long Draw Outlet","LNGO",2021-09-15,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",6.7,1.49,1.8,3.89,0.24,7.05,292.56,49.26,1.17,0.03,0.66,0.85,6.03,0.27,0.18,0.39,0,8.76
"683","Joe Wright Inlet","JOEI",2021-09-15,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",2.5,0.6,0.16,4,0.12,7.63,644.45,71.18,3.24,0.01,0.75,1.69,7.01,0.1,1.98,0.16,0,3.36
"684","Long Draw Reservoir","LNGR",2021-09-22,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",5.5,NA,2.27,4.31,0.28,6.97,309.51,48.47,1.21,0.03,0.65,0.9,5.66,0.27,0.17,0.31,0,8.41
"685","Long Draw Outlet","LNGO",2021-09-22,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",6,NA,2.57,3.77,0.23,6.96,309.08,49.74,1.23,0.06,0.64,0.87,6.41,0.27,0.18,0.3,0,8.44
"686","Joe Wright Inlet","JOEI",2021-09-22,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",2.3,NA,0.1,4.05,0.13,7.33,691.02,71.48,3.34,0.02,0.66,1.65,6.98,0.09,2.12,0.2,0,3.22
"687","Long Draw Reservoir","LNGR",2021-09-28,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",5.9,NA,1.69,4.29,0.3,6.97,293.01,45.88,1.15,0.06,0.61,0.9,5.12,0.29,0.24,0.2,0,8.32
"688","Long Draw Outlet","LNGO",2021-09-28,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",10.6,NA,1.97,3.55,0.19,7,311.06,46.46,1.13,0.05,0.61,0.83,5.7,0.29,0.21,0.19,0,8.39
"689","Joe Wright Inlet","JOEI",2021-09-28,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",2,NA,0.5,3.89,0.14,7.49,713.06,68.41,3.64,0.03,0.62,1.49,6.14,0.1,1.97,0.1,0,2.76
"690","Long Draw Reservoir","LNGR",2021-10-13,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",12,2.83,2.18,4.31,0.27,6.98,290.69,44.06,1.22,0.02,0.61,0.82,4.93,0.26,0.23,0.21,0,7.66
"691","Long Draw Outlet","LNGO",2021-10-13,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",14,12.96,1.05,3.41,0.2,7.01,329.23,46.64,1.74,0.09,0.77,0.99,5.27,0.22,0.35,0.15,0,6.41
"692","Joe Wright Inlet","JOEI",2021-10-13,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",1.3,5.58,0.29,3.77,0.15,7.27,549.03,67.64,2.41,0.01,0.65,1.32,6.56,0.12,1.37,0.56,0,7.54
"693","Joe Wright Inlet","JOEI",2021-10-26,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",1.5,3.44,0.28,4.14,0.24,7.12,582.73,64.39,2.24,0.01,0.65,1.07,4.95,0.18,0.92,0.68,0,9.47
"694","Joe Wright Inlet","JOEI",2022-06-01,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.11,3.22,0.24,7.25,409.22,49.65,1.53,0.01,0.6,1,6.38,0.03,0.83,0.33,0,3.91
"695","Joe Wright Inlet","JOEI",2022-06-07,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.33,3.36,0.31,7.16,371.09,48.5,1.66,0.01,0.62,1.04,6.23,0.06,0.86,0.28,0,3.89
"696","Long Draw Reservoir","LNGR",2022-06-14,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,1.37,4.56,0.32,7.05,198.12,34.23,0.87,0.01,0.62,0.72,4.98,0.1,0.2,0.7,0,4.12
"697","Long Draw Outlet","LNGO",2022-06-14,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,1.73,4.2,0.59,7.1,201.25,35.54,0.93,0.01,0.59,0.99,5.02,0.1,0.19,0.73,0,4.21
"698","Joe Wright Inlet","JOEI",2022-06-14,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.02,3.89,0.45,7.12,255.33,39.21,1.63,0.01,1.01,1.09,4.83,0.05,0.73,0.73,0.24,2.9
"699","Joe Wright Inlet","JOEI",2022-06-22,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.25,3.41,0.51,7.22,299.51,44.31,1.15,0.04,0.5,1.36,6.61,0.12,0.84,0.47,0,3.47
"700","Long Draw Reservoir","LNGR",2022-06-23,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,0.8,4.02,0.34,7.15,222.96,38.13,0.94,0.01,0.59,1.04,6.21,0.12,0.19,0.61,0,4.38
"701","Long Draw Outlet","LNGO",2022-06-23,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,0.85,4.02,0.54,7.18,247.35,38.29,0.86,0.01,0.57,1,6.12,0.21,0.18,0.6,0,4.43
"702","Joe Wright Inlet","JOEI",2022-06-23,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.3,3.22,0.54,7.39,324.8,46.62,1.17,0.03,0.5,1.41,6.82,0.14,0.27,0.48,0,3.94
"703","Joe Wright Inlet","JOEI",2022-06-28,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.53,3.01,0.38,7.33,303.14,42.22,1.19,0.02,0.64,1.45,6.59,0.14,0.36,0.66,0,2.39
"704","Long Draw Reservoir","LNGR",2022-06-28,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,0.89,3.55,0.31,7.16,268.23,39.17,0.89,0.02,0.55,0.82,5.71,0.17,0.27,0.56,0,4.59
"705","Long Draw Outlet","LNGO",2022-06-28,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,1.06,3.88,0.48,7.15,223.5,36.4,0.85,0.02,0.52,0.85,5.15,0.19,0.15,0.6,0,4.7
"706","Joe Wright Inlet","JOEI",2022-07-05,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.44,2.88,0.24,7.35,372.28,55,1.21,0.02,0.42,1.48,7.43,0.12,0.27,0.5,0,4.61
"707","Long Draw Reservoir","LNGR",2022-07-05,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,0.53,NA,NA,7.15,337,43.67,0.8,0.01,0.54,1.04,5.86,0.18,0.17,0.54,0,5.32
"708","Long Draw Outlet","LNGO",2022-07-05,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,1.05,3.45,0.38,7.15,212.02,39.93,0.82,0.02,0.54,1.03,6.11,0.19,0.16,0.54,0,5.44
"709","Joe Wright Inlet","JOEI",2022-07-12,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.27,NA,NA,7.44,398.33,53.41,1.47,0.02,0.45,1.49,7.56,0.09,0.39,0.44,0,4.56
"710","Long Draw Reservoir","LNGR",2022-07-12,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,1.23,NA,NA,7.06,303,45,0.9,0.01,0.59,1.09,5.99,0.2,0.27,0.44,0,5.56
"711","Long Draw Outlet","LNGO",2022-07-12,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,0.69,NA,NA,7.09,239.78,42.34,0.84,0.02,0.56,1.14,6.45,0.2,0.17,0.44,0,5.66
"712","Long Draw Reservoir","LNGO",2022-07-19,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,1.66,NA,NA,7,295.61,46.56,0.88,0.04,0.47,1.08,6.08,0.18,0.13,0.38,0,6.75
