Date,Stage_cm
2019-11-12,16.4
2019-11-13,16.708333333333332
2019-11-14,16.858333333333334
2019-11-15,16.975
2019-11-16,16.97083333333333
2019-11-17,17.0875
2019-11-18,17.1
2019-11-19,17.125
2019-11-20,17.15416666666667
2019-11-21,17.1875
2019-11-22,17.150000000000002
2019-11-23,17.125
2019-11-24,17.083333333333336
2019-11-25,16.970833333333335
2019-11-26,14.941666666666666
2019-11-27,16.491666666666667
2019-11-28,18.4375
2019-11-29,18.404166666666665
2019-11-30,17.620833333333334
2019-12-01,18.520833333333332
2019-12-02,18.5
2019-12-03,19.066666666666666
2019-12-04,18.466666666666665
2019-12-05,19.233333333333334
2019-12-06,19.104166666666668
2019-12-07,18.979166666666668
2019-12-08,19.541666666666668
2019-12-09,19.295833333333334
2019-12-10,18.704166666666666
2019-12-11,18.28333333333333
2019-12-12,18.379166666666666
2019-12-13,18.2375
2019-12-14,18.1375
2019-12-15,17.3
2019-12-16,17.183333333333334
2019-12-17,17.3125
2019-12-18,15.7125
2019-12-19,15.9875
2019-12-20,15.870833333333334
2019-12-21,15.7
2019-12-22,16.070833333333333
2019-12-23,16.295833333333334
2019-12-24,16.291666666666668
2019-12-25,16.329166666666666
2019-12-26,16.229166666666668
2019-12-27,15.904166666666667
2019-12-28,15.970833333333333
2019-12-29,15.570833333333333
2019-12-30,15.4875
2019-12-31,14.9125
2020-01-01,15.45
2020-01-02,15.0875
2020-01-03,14.808333333333334
2020-01-04,15.2
2020-01-05,15.2875
2020-01-06,15.416666666666666
2020-01-07,15.729166666666666
2020-01-08,15.654166666666667
2020-01-09,15.545833333333334
2020-01-10,15.15
2020-01-11,15.045833333333333
2020-01-12,16.9375
2020-01-13,14.766666666666667
2020-01-14,14.733333333333334
2020-01-15,14.75
2020-01-16,14.370833333333334
2020-01-17,14.7125
2020-01-18,14.558333333333334
2020-01-19,14.15
2020-01-20,14.0875
2020-01-21,14.275
2020-01-22,13.55
2020-01-23,13.529166666666667
2020-01-24,13.695833333333333
2020-01-25,13.783333333333333
2020-01-26,13.925
2020-01-27,14.108333333333333
2020-01-28,14.3
2020-01-29,14.508333333333333
2020-01-30,14.304166666666667
2020-01-31,14.3625
2020-02-01,14.85
2020-02-02,15.191666666666666
2020-02-03,16.6125
2020-02-04,16.97083333333333
2020-02-05,16.4
2020-02-06,16.233333333333334
2020-02-07,15.708333333333334
2020-02-08,15.8625
2020-02-09,15.808333333333334
2020-02-10,15.495833333333334
2020-02-11,16.225
2020-02-12,15.779166666666667
2020-02-13,15.75
2020-02-14,15.804166666666667
2020-02-15,15.958333333333334
2020-02-16,15.858333333333334
2020-02-17,16.154166666666665
2020-02-18,15.9625
2020-02-19,15.8625
2020-02-20,15.979166666666666
2020-02-21,15.9375
2020-02-22,16.087500000000002
2020-02-23,16.304166666666667
2020-02-24,16.2625
2020-02-25,22.65
2020-02-26,20.9
2020-02-27,15.816666666666666
2020-02-28,15.945833333333333
2020-02-29,16.404166666666665
2020-03-01,16.42083333333333
2020-03-02,16.3875
2020-03-03,16.4625
2020-03-04,16.670833333333334
2020-03-05,16.820833333333333
2020-03-06,16.95
2020-03-07,17.320833333333333
2020-03-08,NA
2020-03-09,18.7
2020-03-10,18.816666666666666
2020-03-11,18.991666666666667
2020-03-12,19.145833333333332
2020-03-13,18.708333333333332
2020-03-14,18.195833333333333
2020-03-15,17.925
2020-03-16,18.016666666666666
2020-03-17,18.316666666666666
2020-03-18,18.641666666666666
2020-03-19,20.40833333333333
2020-03-20,19.879166666666666
2020-03-21,19.97083333333333
2020-03-22,21.008333333333333
2020-03-23,21.654166666666665
