Date,SM_5,SM_40,SM_50,Ts_C
2017-07-17,0.47588541666666667,NA,NA,12.066666666666666
2017-07-18,0.47019791666666666,NA,NA,12.053125
2017-07-19,0.469875,NA,NA,12.1125
2017-07-20,0.4774791666666666,NA,NA,12.388541666666667
2017-07-21,0.47929166666666667,NA,NA,12.49375
2017-07-22,0.4855,NA,NA,12.34468085106383
2017-07-23,0.48044791666666664,0.572,0.477,12.584375
2017-07-24,0.47059375,0.572,0.475375,12.846875
2017-07-25,0.4677395833333334,0.57140625,0.4749583333333333,12.697916666666666
2017-07-26,0.5172708333333333,0.571375,0.47669791666666667,12.9125
2017-07-27,0.5042708333333333,0.5708645833333332,0.4790520833333333,13.472916666666666
2017-07-28,0.48666666666666664,0.572,0.48122916666666665,13.439583333333333
2017-07-29,0.4818645833333333,0.57209375,0.48085416666666664,12.703125
2017-07-30,0.4781145833333333,0.5716041666666666,0.48064583333333333,11.714583333333334
2017-07-31,0.48010416666666667,0.572,0.4816770833333333,12
2017-08-01,0.47710416666666666,0.572,0.47996875,12.534375
2017-08-02,0.47030208333333334,0.572,0.47885416666666664,12.19375
2017-08-03,0.46608333333333335,0.5719895833333333,0.4780833333333333,11.744791666666666
2017-08-04,0.46496875000000004,0.5709583333333332,0.4778958333333333,11.559375
2017-08-05,0.46364583333333337,0.57,0.47884374999999996,11.460416666666667
2017-08-06,0.465125,0.57,0.47951041666666666,11.140625
2017-08-07,0.66484375,0.5695937499999999,0.47944791666666664,9.497916666666667
2017-08-08,0.99209375,0.569,0.4799791666666666,8.263541666666667
2017-08-09,1.0076979166666666,0.569,0.48004166666666664,8.417708333333334
2017-08-10,1.0109895833333333,0.569,0.4806875,8.980208333333334
2017-08-11,1.011,0.569,0.48044791666666664,10.394791666666666
2017-08-12,1.0099791666666667,0.569,0.48,9.520833333333334
2017-08-13,1.011,0.569,0.48,9.684375
2017-08-14,1.011,0.5688020833333333,0.48,10.069791666666667
2017-08-15,0.8811979166666666,0.5691770833333333,0.4806145833333333,10.134375
2017-08-16,0.5478437500000001,0.5671979166666666,0.48413541666666665,9.882291666666667
2017-08-17,0.513375,0.57,0.487,10.226041666666667
2017-08-18,0.49895833333333334,0.5699791666666666,0.4866979166666667,10.845833333333333
2017-08-19,0.48964583333333334,0.5696874999999999,0.48555208333333333,11.354166666666666
2017-08-20,0.48283333333333334,0.5690520833333332,0.485,10.998958333333333
2017-08-21,0.47865625,0.569,0.4849895833333333,10.340625
2017-08-22,0.47491666666666665,0.569,0.48444791666666664,10.572916666666666
2017-08-23,0.47219791666666666,0.569,0.4840520833333333,11.060416666666667
2017-08-24,0.4703958333333333,0.569,0.4838645833333333,10.1625
2017-08-25,0.46829166666666666,0.569,0.48346875,10.579166666666667
2017-08-26,0.46366666666666667,0.569,0.48304166666666665,10.9625
2017-08-27,0.46003125,0.5689583333333332,0.4829895833333333,10.975
2017-08-28,0.4566979166666667,0.5680833333333333,0.48296875,11.008333333333333
2017-08-29,0.4528229166666667,0.5674583333333333,0.4829895833333333,10.908333333333333
2017-08-30,0.4498020833333333,0.5662395833333332,0.48132291666666666,10.572916666666666
2017-08-31,0.44705208333333335,0.565,0.477,10.909375
2017-09-01,0.44546875,0.565,0.477,11.032291666666667
2017-09-02,0.44190625,0.565,0.47651041666666666,11.138541666666667
2017-09-03,0.4368854166666667,0.5648020833333333,0.4753958333333333,11.533333333333333
2017-09-04,0.43153125,0.5645416666666666,0.47441666666666665,10.844791666666667
2017-09-05,0.42771875,0.5640208333333333,0.474,10.610416666666667
2017-09-06,0.42322916666666666,0.564,0.474,10.202083333333333
2017-09-07,0.41663541666666665,0.5636874999999999,0.46992708333333333,10.059375
2017-09-08,0.41109375,0.5627187499999999,0.4619270833333334,9.578125
2017-09-09,0.4072395833333333,0.56234375,0.4567083333333333,9.730208333333334
2017-09-10,0.4064479166666667,0.5633958333333333,0.45817708333333335,9.740625
2017-09-11,0.4146145833333333,0.565,0.4601354166666667,9.982291666666667
2017-09-12,0.41482291666666665,0.5649583333333332,0.4600416666666667,10.078125
2017-09-13,0.41984374999999996,0.565,0.46155208333333336,9.652083333333334
2017-09-14,0.41603124999999996,0.5649791666666666,0.4622291666666667,9.717708333333333
2017-09-15,0.4134583333333333,0.56465625,0.46195833333333336,9.001041666666667
2017-09-16,0.425875,0.5649895833333333,0.46255208333333336,7.59375
2017-09-17,0.426,0.565,0.46296875000000004,7.01875
2017-09-18,0.4196770833333333,0.565,0.462125,7.660416666666666
2017-09-19,0.41192708333333333,0.5643958333333333,0.461625,7.633333333333334
2017-09-20,0.40458333333333335,0.564,0.4594375,8.108333333333333
2017-09-21,0.39827083333333335,0.5637291666666666,0.4570104166666667,8.164583333333333
2017-09-22,0.39337500000000003,0.5628229166666666,0.457,7.333333333333333
2017-09-23,0.39215625000000004,0.5624791666666666,0.45690625,6.521875
2017-09-24,0.39726041666666667,0.564,0.45616666666666666,4.946875
2017-09-25,0.41560416666666666,0.5647395833333333,0.4588125,3.9656249999999997
2017-09-26,0.42802083333333335,0.5656979166666666,0.4658125,4.46875
2017-09-27,0.43765625,0.568,0.47,4.55
2017-09-28,0.43625,0.5676874999999999,0.4716145833333333,3.76875
2017-09-29,0.4444166666666667,0.5689479166666667,0.47443749999999996,4.471875
2017-09-30,0.44690625,0.569,0.47433333333333333,5.026041666666667
2017-10-01,0.4456979166666667,0.569,0.47640625,3.6041666666666665
2017-10-02,0.4471041666666667,0.569,0.477,2.8875
2017-10-03,0.4468958333333333,0.5692499999999999,0.47760416666666666,2.5708333333333333
2017-10-04,0.5720729166666667,0.5691562499999999,0.4769895833333333,2.2666666666666666
2017-10-05,0.89178125,0.5682499999999999,0.474,2.0677083333333335
2017-10-06,0.9143958333333334,0.5685833333333333,0.474,2.090625
